timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,race,salary_was_imputed,salary_minmax,salary_robust,comp_standard,education_encoded,age_encoded,exp_field_encoded,exp_overall_encoded,gender_Non-binary,gender_Prefer not to say,gender_Woman,currency_CAD,currency_EUR,currency_GBP,currency_INR,currency_USD,industry_target_enc,salary_per_exp_year,total_comp,survey_year,survey_month,survey_dayofweek,survey_is_weekend
2021-04-12 00:51:28,35-44,HR/People Ops,chief people officer,Government pay scale,62295.0,3140.0,USD equivalent,Us,New York,Unknown,11 - 20 years,11 - 20 years,PhD,Black or African American,0,0.18842577693993245,-0.3049393158125363,0.03917420806299471,6.0,4.0,5.0,5.0,False,False,True,False,False,False,False,False,78749.3027916493,10382.5,65435.0,2021.0,4.0,0.0,0
2021-04-14 01:19:02,35-44,Legal,paralegal,Part-time equivalent,89152.0,0.0,none,United States,N/A,Unknown,2 - 4 years,2 - 4 years,College degree,Asian or Asian American,0,0.30001834460983273,0.24243103606403685,-0.4666212985712765,3.0,4.0,2.0,2.0,False,False,True,True,False,False,False,False,106871.19795728181,29717.333333333332,89152.0,2021.0,4.0,2.0,0
2021-04-20 11:38:53,35-44,Engineering (Civil),project engineer,none,88778.0,13023.0,none,United States,Florida,Chicago,2 - 4 years,2 - 4 years,PhD,Prefer not to say,0,0.2984643504813544,0.23480857221469262,1.6311414029886324,6.0,4.0,2.0,2.0,False,False,False,False,False,True,False,False,86273.75428696314,29592.666666666668,101801.0,2021.0,4.0,1.0,0
,35-44,Tech/Software,data engineer,Senior level,95136.0,7950.0,USD equivalent,Usa,N/A,Denver,5-7 years,5-7 years,Master's degree,Asian or Asian American,0,0.32488225066548615,0.3643904576535448,0.8139756051683592,4.0,4.0,3.0,3.0,True,False,False,False,False,False,False,False,94256.4439518769,23784.0,103086.0,,,,0
,18-24,Law,attorney,Commission based,126401.0,0.0,none,United States,N/A,Los Angeles,2 - 4 years,2 - 4 years,College degree,Multiracial,1,0.4547903427159546,1.001599902171587,-0.4666212985712765,3.0,2.0,2.0,2.0,False,False,True,False,False,False,False,True,122354.23188627732,42133.666666666664,126401.0,,,,0
2021-04-19 10:31:03,35-44,Education (Higher Ed),academic advisor,Includes bonus,65879.0,0.0,none,United States,Florida,Portland,2 - 4 years,2 - 4 years,Some college,Prefer not to say,1,0.20331752816043075,-0.23189410074288452,-0.4666212985712765,2.0,4.0,2.0,2.0,False,False,False,False,False,False,False,True,68838.49596711004,21959.666666666668,65879.0,2021.0,4.0,0.0,0
2021-04-26 00:05:51,45-54,Nonprofit,outreach coordinator,Part-time equivalent,47504.0,12590.0,none,United States,Colorado,Boston,5-7 years,5-7 years,College degree,Asian or Asian American,0,0.12696821770377448,-0.6063934944105328,1.5613931691119955,3.0,5.0,3.0,3.0,False,False,True,False,False,True,False,False,56652.47421011452,11876.0,60094.0,2021.0,4.0,0.0,0
,25-34,Tech/Software,cloud engineer,none,120668.0,0.0,none,France,N/A,Unknown,8 - 10 years,8 - 10 years,College degree,Multiracial,0,0.43096935785347784,0.8847560913472807,-0.4666212985712765,3.0,3.0,4.0,4.0,True,False,False,False,False,False,False,True,94256.4439518769,24133.6,120668.0,,,,0
2021-04-16 17:58:38,45-54,Tech/Software,ml engineer,none,198183.0,2627.0,none,Australia,N/A,Unknown,8 - 10 years,8 - 10 years,Master's degree,Asian or Asian American,0,0.7530491837064146,2.464583057341717,-0.0434605355368082,4.0,5.0,4.0,4.0,False,False,False,False,False,False,False,True,94256.4439518769,39636.6,200810.0,2021.0,4.0,4.0,0
,25-34,HR/People Ops,chief people officer,none,126498.0,1559.0,gross,United States,Florida,Unknown,11 - 20 years,11 - 20 years,College degree,White,0,0.4551933839738755,1.0035768513517644,-0.21549544034107623,3.0,3.0,5.0,5.0,False,False,True,True,False,False,False,False,78749.3027916493,21083.0,128057.0,,,,0
2021-04-29 16:38:06,25-34,Nonprofit,outreach coordinator,none,47959.0,0.0,before tax,Australia,N/A,Austin,2 - 4 years,2 - 4 years,Some college,White,0,0.12885877205793933,-0.5971201760911434,-0.4666212985712765,2.0,3.0,2.0,2.0,False,False,False,False,False,False,False,True,56652.47421011452,15986.333333333334,47959.0,2021.0,4.0,3.0,0
2021-04-20 08:21:47,35-44,Education (Higher Ed),lecturer,none,56404.0,0.0,none,Us,Oregon,Chicago,8 - 10 years,8 - 10 years,College degree,"Hispanic, Latino, or Spanish origin",0,0.16394829188414134,-0.42500331189939977,-0.4666212985712765,3.0,4.0,4.0,4.0,False,False,False,False,False,False,False,True,68838.49596711004,11280.8,56404.0,2021.0,4.0,1.0,0
,25-34,Nursing,nurse,Remote position,84488.0,27320.0,none,Netherlands,N/A,Los Angeles,8 - 10 years,8 - 10 years,College degree,Asian or Asian American,0,0.2806391237135147,0.1473744280604498,3.9341217718899615,3.0,3.0,4.0,4.0,False,False,False,False,False,False,True,False,85979.94017347855,16897.6,111808.0,,,,0
,under 18,Nonprofit,executive director,Contract role,56998.0,0.0,none,Netherlands,N/A,Boston,5-7 years,5-7 years,College degree,Multiracial,1,0.16641640020584225,-0.4128970457857354,-0.4666212985712765,3.0,1.0,3.0,3.0,False,False,True,False,False,False,False,True,56652.47421011452,14249.5,56998.0,,,,0
2021-04-19 02:27:40,45-54,Consulting,business analyst,Includes bonus,100723.0,0.0,none,Unknown,N/A,San Francisco,21 - 30 years,21 - 30 years,College degree,Black or African American,0,0.3480965961088243,0.4782586542478931,-0.4666212985712765,3.0,5.0,6.0,6.0,False,False,True,False,False,False,False,True,113679.46853771938,14389.0,100723.0,2021.0,4.0,0.0,0
2021-04-29 23:07:59,35-44,Insurance,insurance agent,none,47603.0,3529.0,before tax,Germany,N/A,Unknown,5-7 years,5-7 years,Master's degree,Multiracial,0,0.12737956909072462,-0.6043757833915888,0.10183486159189008,4.0,4.0,3.0,3.0,False,False,True,False,False,False,False,True,68254.26749306914,11900.75,51132.0,2021.0,4.0,3.0,0
2021-04-24 18:40:16,18-24,Real Estate,real estate agent,Entry level position,70919.0,0.0,none,Unknown,N/A,San Francisco,21 - 30 years,21 - 30 years,PhD,Prefer not to say,1,0.2242590533142565,-0.12917426705118668,-0.4666212985712765,6.0,2.0,6.0,6.0,False,False,True,False,False,False,False,True,75826.32961422717,10131.285714285714,70919.0,2021.0,4.0,5.0,1
,35-44,Healthcare,md,Remote position,104317.0,3650.0,none,United States,Colorado,Unknown,5-7 years,5-7 years,College degree,Multiracial,0,0.36302989797446905,0.5515076785113776,0.12132570754817888,3.0,4.0,3.0,3.0,False,False,True,False,False,False,False,True,150715.52419970158,26079.25,107967.0,,,,0
,55-64,Architecture,architect,Part-time equivalent,80228.5,0.0,none,United States,Colorado,Portland,8 - 10 years,8 - 10 years,College degree,Prefer not to say,1,0.2629406264133717,0.06056190194739685,-0.4666212985712765,3.0,6.0,4.0,4.0,False,False,True,False,False,False,False,True,80164.97773499455,16045.7,80228.5,,,,0
2021-04-18 01:49:12,35-44,Hospitality,general manager,Academic salary,66869.0,0.0,none,France,N/A,Unknown,2 - 4 years,2 - 4 years,Some college,Black or African American,0,0.20743104202993223,-0.21171699055344387,-0.4666212985712765,2.0,4.0,2.0,2.0,False,False,True,False,False,False,False,True,58418.15139348958,22289.666666666668,66869.0,2021.0,4.0,6.0,1
2021-04-22 01:43:14,18-24,Media & Publishing,journalist,Senior level,43829.0,0.0,none,United States,New York,Unknown,11 - 20 years,11 - 20 years,High School,Prefer not to say,0,0.11169835561244325,-0.6812933731440626,-0.4666212985712765,1.0,2.0,5.0,5.0,False,False,True,False,True,False,False,False,62836.339859995605,7304.833333333333,43829.0,2021.0,4.0,3.0,0
2021-04-15 22:24:20,25-34,Engineering (Civil),transportation engineer,Government pay scale,67328.0,0.0,before tax,France,N/A,Unknown,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",White,0,0.20933821664215563,-0.20236214855652138,-0.4666212985712765,5.0,3.0,3.0,3.0,False,False,True,False,False,False,False,True,86273.75428696314,16832.0,67328.0,2021.0,4.0,3.0,0
2021-04-26 04:31:01,35-44,Healthcare,healthcare administrator,Remote position,154475.0,0.0,none,Australia,N/A,Unknown,5-7 years,5-7 years,Master's degree,Asian or Asian American,0,0.5714396239001815,1.5737738329376039,-0.4666212985712765,4.0,4.0,3.0,3.0,False,False,True,False,False,False,False,True,150715.52419970158,38618.75,154475.0,2021.0,4.0,0.0,0
,18-24,Consulting,strategy consultant,Government pay scale,67992.0,0.0,net,United States,Massachusetts,Austin,5-7 years,5-7 years,College degree,Black or African American,0,0.21209717947988188,-0.18882921808602787,-0.4666212985712765,3.0,2.0,3.0,3.0,False,False,True,False,False,False,False,True,113679.46853771938,16998.0,67992.0,,,,0
2021-04-26 07:11:23,25-34,Finance,senior financial analyst,none,132818.0,12944.0,before tax,Germany,N/A,Unknown,11 - 20 years,11 - 20 years,PhD,Another option not listed here,0,0.4814533917064506,1.1323842618540523,1.6184159746370057,6.0,3.0,5.0,5.0,False,False,True,True,False,False,False,False,112098.67001907267,22136.333333333332,145762.0,2021.0,4.0,0.0,0
2021-04-27 12:38:01,35-44,Law,corporate attorney,none,83655.0,0.0,none,Australia,N/A,New York,5-7 years,5-7 years,Some college,Prefer not to say,0,0.2771779549728129,0.1303971222141831,-0.4666212985712765,2.0,4.0,3.0,3.0,False,False,True,True,False,False,False,False,122354.23188627732,20913.75,83655.0,2021.0,4.0,1.0,0
,18-24,Law,litigation attorney,Commission based,109196.0,13824.0,gross,United States,Oregon,Unknown,11 - 20 years,11 - 20 years,PhD,Prefer not to say,0,0.38330245774143645,0.6509461841823685,1.7601675815918334,6.0,2.0,5.0,5.0,False,False,True,False,False,False,True,False,122354.23188627732,18199.333333333332,123020.0,,,,0
,35-44,Marketing & Advertising,seo specialist,Remote position,76500.0,0.0,none,Canada,N/A,Unknown,5-7 years,5-7 years,Master's degree,Prefer not to say,0,0.24744846837050677,-0.015428355973137948,-0.4666212985712765,4.0,4.0,3.0,3.0,False,False,True,False,False,False,False,True,84202.25914351402,19125.0,76500.0,,,,0
2021-04-24 16:03:06,35-44,Food & Beverage,catering manager,Academic salary,55708.0,0.0,net,United States,Washington,Unknown,5-7 years,5-7 years,PhD,Asian or Asian American,1,0.16105636698194636,-0.43918843179015804,-0.4666212985712765,6.0,4.0,3.0,3.0,False,False,True,True,False,False,False,False,55626.60619015303,13927.0,55708.0,2021.0,4.0,5.0,1
2021-04-15 18:12:54,45-54,Legal,legal counsel,Includes bonus,49680.0,0.0,none,United States,N/A,Boston,2 - 4 years,2 - 4 years,College degree,"Hispanic, Latino, or Spanish origin",0,0.13600963808764843,-0.56204461383253,-0.4666212985712765,3.0,5.0,2.0,2.0,False,False,True,False,False,False,False,True,106871.19795728181,16560.0,49680.0,2021.0,4.0,3.0,0
,under 18,Marketing & Advertising,digital marketing specialist,none,155854.0,21176.0,none,United States,California,Unknown,11 - 20 years,11 - 20 years,College degree,Black or African American,0,0.577169457865881,1.601879120767138,2.9444378251508017,3.0,1.0,5.0,5.0,False,False,False,False,False,False,False,False,84202.25914351402,25975.666666666668,177030.0,,,,0
,25-34,Law,lawyer,Part-time equivalent,129719.0,0.0,none,United States,Florida,Unknown,2 - 4 years,2 - 4 years,College degree,Black or African American,0,0.4685768467755566,1.069223792685288,-0.4666212985712765,3.0,3.0,2.0,2.0,False,False,False,False,False,False,False,False,122354.23188627732,43239.666666666664,129719.0,,,,0
,25-34,Nursing,charge nurse,Part-time equivalent,83946.0,0.0,none,Netherlands,N/A,Unknown,5-7 years,5-7 years,High School,Another option not listed here,1,0.2783870787465755,0.13632796975471564,-0.4666212985712765,1.0,3.0,3.0,3.0,False,False,False,False,False,False,False,True,85979.94017347855,20986.5,83946.0,,,,0
2021-04-16 08:44:12,25-34,Architecture,urban planner,none,105644.0,0.0,none,Australia,N/A,New York,11 - 20 years,11 - 20 years,PhD,Asian or Asian American,0,0.36854366858540694,0.5785531585329814,-0.4666212985712765,6.0,3.0,5.0,5.0,False,False,True,False,True,False,False,False,80164.97773499455,17607.333333333332,105644.0,2021.0,4.0,4.0,0
2021-04-26 00:46:48,18-24,Education (Higher Ed),associate professor,Academic salary,79449.0,4849.0,none,U.S.,Oregon,Chicago,8 - 10 years,8 - 10 years,College degree,Prefer not to say,0,0.2597017536242036,0.04467497528813525,0.31446227202413146,3.0,2.0,4.0,4.0,False,False,True,False,False,False,False,True,68838.49596711004,15889.8,84298.0,2021.0,4.0,0.0,0
2021-04-12 19:29:34,35-44,Engineering (Civil),transportation engineer,Government pay scale,47951.0,0.0,none,United States,N/A,Unknown,8 - 10 years,8 - 10 years,College degree,Prefer not to say,0,0.12882553154182214,-0.5972832234462097,-0.4666212985712765,3.0,4.0,4.0,4.0,False,False,False,False,False,False,False,True,86273.75428696314,9590.2,47951.0,2021.0,4.0,0.0,0
,45-54,Real Estate,real estate agent,none,16946.539999999997,0.0,none,Us,N/A,Unknown,2 - 4 years,2 - 4 years,PhD,"Hispanic, Latino, or Spanish origin",0,0.0,-1.229182623228134,-0.4666212985712765,6.0,5.0,2.0,2.0,False,False,False,False,False,False,False,True,75826.32961422717,5648.846666666665,16946.539999999997,,,,0
,25-34,HR/People Ops,people operations manager,none,108641.0,1233.0,none,United States,Colorado,Unknown,11 - 20 years,11 - 20 years,College degree,Black or African American,0,0.38099639693580684,0.6396347739246517,-0.2680079674629783,3.0,3.0,5.0,5.0,True,False,False,True,False,False,False,False,78749.3027916493,18106.833333333332,109874.0,,,,0
,under 18,Education (Higher Ed),postdoc,Academic salary,38227.0,0.0,none,Switzerland,N/A,Austin,1 year or less,1 year or less,PhD,Black or African American,0,0.08842168420138537,-0.79546728352916,-0.4666212985712765,6.0,1.0,1.0,1.0,False,False,True,False,False,False,False,True,68838.49596711004,19113.5,38227.0,,,,0
,25-34,Healthcare,doctor,none,89549.0,5788.0,none,United Kingdom,N/A,Unknown,21 - 30 years,21 - 30 years,Master's degree,"Hispanic, Latino, or Spanish origin",0,0.301667905222148,0.2505222610591964,0.46571767989979407,4.0,3.0,6.0,6.0,False,False,True,False,False,False,False,True,150715.52419970158,12792.714285714286,95337.0,,,,0
,18-24,Architecture,senior architect,Remote position,62499.0,2406.0,none,United States,Oregon,Unknown,2 - 4 years,2 - 4 years,Master's degree,Prefer not to say,0,0.18927341010092064,-0.30078160825834854,-0.07905951864705467,4.0,2.0,2.0,2.0,False,False,True,False,False,False,False,True,80164.97773499455,20833.0,64905.0,,,,0
2021-04-27 21:01:35,18-24,Education (Higher Ed),postdoc,Government pay scale,65879.0,0.0,none,Ireland,N/A,Unknown,41 years or more,41 years or more,PhD,Asian or Asian American,1,0.20331752816043075,-0.23189410074288452,-0.4666212985712765,6.0,2.0,7.0,7.0,False,False,True,False,False,True,False,False,68838.49596711004,8234.875,65879.0,2021.0,4.0,1.0,0
2021-04-29 10:27:04,25-34,Healthcare,physician,Entry level position,190911.0,18266.0,none,Canada,N/A,San Francisco,8 - 10 years,8 - 10 years,College degree,Prefer not to say,0,0.7228335545558946,2.3163730115865526,2.4756910339706337,3.0,3.0,4.0,4.0,False,False,False,False,False,False,False,True,150715.52419970158,38182.2,209177.0,2021.0,4.0,3.0,0
,35-44,Education (Higher Ed),professor,none,61740.0,4801.0,none,France,N/A,Los Angeles,11 - 20 years,11 - 20 years,PhD,Asian or Asian American,0,0.18611971613430284,-0.316250726070253,0.30673036619023175,6.0,4.0,5.0,5.0,False,False,False,False,False,True,False,False,68838.49596711004,10290.0,66541.0,,,,0
2021-04-23 19:01:27,55-64,Real Estate,realtor,none,70919.0,0.0,none,Canada,N/A,Seattle,1 year or less,1 year or less,"Professional degree (MD, JD, etc.)",Asian or Asian American,1,0.2242590533142565,-0.12917426705118668,-0.4666212985712765,5.0,6.0,1.0,1.0,False,False,False,False,False,False,False,True,75826.32961422717,35459.5,70919.0,2021.0,4.0,4.0,0
2021-04-24 22:01:46,35-44,Legal,paralegal,Government pay scale,114580.0,11396.0,none,U.S.,New York,Unknown,2 - 4 years,2 - 4 years,College degree,Multiracial,0,0.4056733250883011,0.7606770541419123,1.3690620114937408,3.0,4.0,2.0,2.0,False,False,False,False,False,False,False,True,106871.19795728181,38193.333333333336,125976.0,2021.0,4.0,5.0,1
2021-04-13 20:42:25,45-54,Marketing & Advertising,seo specialist,Remote position,20160.0,93.0,none,United States,California,Unknown,8 - 10 years,8 - 10 years,Master's degree,Multiracial,0,0.013352133615240652,-1.16368935402676,-0.4516407310180958,4.0,5.0,4.0,4.0,False,False,False,True,False,False,False,False,84202.25914351402,4032.0,20253.0,2021.0,4.0,1.0,0
2021-04-14 19:50:08,25-34,Education (Higher Ed),adjunct lecturer,Remote position,64285.0,0.0,none,Ireland,N/A,Austin,11 - 20 years,11 - 20 years,High School,Black or African American,0,0.19669435532408192,-0.26438128623982227,-0.4666212985712765,1.0,3.0,5.0,5.0,False,False,True,False,False,False,False,True,68838.49596711004,10714.166666666666,64285.0,2021.0,4.0,2.0,0
,25-34,Engineering (Civil),civil engineer,Contract role,129537.0,0.0,none,United States,Texas,Portland,11 - 20 years,11 - 20 years,Master's degree,Prefer not to say,0,0.4678206250338906,1.0655144653575324,-0.4666212985712765,4.0,3.0,5.0,5.0,False,False,True,False,False,False,False,True,86273.75428696314,21589.5,129537.0,,,,0
2021-04-29 14:37:21,65 or over,HR/People Ops,hr manager,Entry level position,56130.0,0.0,none,United States,Illinois,Unknown,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Another option not listed here,0,0.16280980420712782,-0.4305876838104167,-0.4666212985712765,5.0,7.0,2.0,2.0,False,False,False,False,False,True,False,False,78749.3027916493,18710.0,56130.0,2021.0,4.0,3.0,0
,65 or over,Tech/Software,software engineer,none,108434.0,0.0,before tax,Canada,N/A,Unknown,11 - 20 years,11 - 20 years,College degree,Another option not listed here,0,0.38013629858127473,0.6354159236123141,-0.4666212985712765,3.0,7.0,5.0,5.0,False,False,False,True,False,False,False,False,94256.4439518769,18072.333333333332,108434.0,,,,0
2021-04-28 05:43:42,55-64,Insurance,underwriter,none,66262.0,0.0,none,Germany,N/A,Unknown,2 - 4 years,2 - 4 years,Master's degree,White,0,0.2049089178695409,-0.22408820861909082,-0.4666212985712765,4.0,6.0,2.0,2.0,False,False,False,False,True,False,False,False,68254.26749306914,22087.333333333332,66262.0,2021.0,4.0,2.0,0
,35-44,Insurance,insurance agent,none,83486.0,0.0,none,Unknown,N/A,Unknown,21 - 30 years,21 - 30 years,High School,"Hispanic, Latino, or Spanish origin",0,0.2764757490698374,0.12695274683840987,-0.4666212985712765,1.0,4.0,6.0,6.0,False,False,False,False,False,False,False,True,68254.26749306914,11926.57142857143,83486.0,,,,0
2021-04-22 11:00:39,25-34,HR/People Ops,chief people officer,Remote position,59782.0,0.0,none,Usa,California,Unknown,8 - 10 years,8 - 10 years,College degree,Prefer not to say,0,0.17798409981462215,-0.3561565662227023,-0.4666212985712765,3.0,3.0,4.0,4.0,False,False,False,True,False,False,False,False,78749.3027916493,11956.4,59782.0,2021.0,4.0,3.0,0
2021-04-25 01:39:08,25-34,HR/People Ops,people operations manager,none,88383.0,0.0,none,United States,N/A,Unknown,8 - 10 years,8 - 10 years,College degree,White,0,0.2968230999980685,0.22675810905829963,-0.4666212985712765,3.0,3.0,4.0,4.0,False,False,False,False,False,True,False,False,78749.3027916493,17676.6,88383.0,2021.0,4.0,6.0,1
2021-04-17 11:08:14,35-44,Real Estate,real estate manager,Entry level position,91173.0,0.0,none,Germany,N/A,New York,5-7 years,5-7 years,College degree,White,0,0.3084157299939363,0.2836208741376324,-0.4666212985712765,3.0,4.0,3.0,3.0,True,False,False,True,False,False,False,False,75826.32961422717,22793.25,91173.0,2021.0,4.0,5.0,1
,35-44,Banking/Finance,compliance officer,Remote position,122351.0,0.0,none,United States,Oregon,Seattle,21 - 30 years,21 - 30 years,College degree,Asian or Asian American,0,0.4379623314316304,0.9190571786693298,-0.4666212985712765,3.0,4.0,6.0,6.0,False,False,True,False,False,True,False,False,81999.57761695166,17478.714285714286,122351.0,,,,0
,25-34,HR/People Ops,hr business partner,none,112977.0,0.0,gross,United States,Oregon,Boston,5-7 years,5-7 years,College degree,Another option not listed here,0,0.3990127566713204,0.7280064403705251,-0.4666212985712765,3.0,3.0,3.0,3.0,True,False,False,False,False,False,False,True,78749.3027916493,28244.25,112977.0,,,,0
2021-04-27 17:12:42,25-34,Nonprofit,program coordinator,Contract role,50221.0,0.0,gross,United States,Illinois,Unknown,2 - 4 years,2 - 4 years,Master's degree,Another option not listed here,0,0.13825752799007301,-0.551018536446179,-0.4666212985712765,4.0,3.0,2.0,2.0,False,False,False,False,False,False,False,True,56652.47421011452,16740.333333333332,50221.0,2021.0,4.0,1.0,0
,35-44,Real Estate,property manager,Contract role,100195.0,10626.0,USD equivalent,United Kingdom,N/A,Unknown,41 years or more,41 years or more,PhD,Multiracial,0,0.3459027220450902,0.4674975288135248,1.2450293554082668,6.0,4.0,7.0,7.0,False,False,False,False,False,True,False,False,75826.32961422717,12524.375,110821.0,,,,0
2021-04-27 21:07:30,25-34,Government & Public Administration,budget analyst,Academic salary,100904.0,20305.0,none,Usa,Texas,Unknown,5-7 years,5-7 years,Master's degree,Another option not listed here,0,0.3488486627859756,0.48194760065626563,2.8041359505398304,4.0,3.0,3.0,3.0,False,False,False,False,False,True,False,False,74818.29048831394,25226.0,121209.0,2021.0,4.0,1.0,0
